firstname	gender	cnt
Zayden	m	46
Zayed	m	11
Zayn	m	158
Zayne	m	33
Zechariah	m	14
Zeeshan	m	24
Zeid	m	18
Zein	m	61
Zenon	m	31
Zephyr	m	46
Zeshan	m	12
Zev	m	100
Zeyad	m	20
Zhe	m	13
Ziad	m	319
Zidan	m	18
Zidane	m	31
Zied	m	19
Zihan	m	18
Zihao	m	12
Zineddine	m	32
Zinedine	m	31
Zine Eddine	m	13
Zine-Eddine	m	11
Zion	m	84
Ziyad	m	206
Zoe	m	96
Zohaib	m	14
Zoik	m	11
Zoltan	m	19
Zoran	m	31
Zouhair	m	12
Zubair	m	24
Zvi	m	11
Zyad	m	59
